SizeBucket,Reward,Metric,Mean,Std,Min,Max,CI_95_Low,CI_95_High,Mean_Improvement,Std_Improvement,CI_95_Improvement_Low,CI_95_Improvement_High,Improvement_Type,N_Runs
Medium,IVI,ArticulationPoints,11.0,,11.0,11.0,,,-10.810810802045292,0.0,,,Percentage,1
Medium,IVI,Bridges,20.666666666666668,,20.666666666666668,20.666666666666668,,,-26.190476181122445,0.0,,,Percentage,1
Medium,IVI,BetCentralization,26.761026780633973,,26.761026780633973,26.761026780633973,,,-2.1251210489921206,0.0,,,Absolute,1
Medium,IVI,NatConnectivity,1.5519317949376832,,1.5519317949376832,1.5519317949376832,,,11.490282340497822,0.0,,,Percentage,1
Medium,IVI,EffResistance,2890.3316229575835,,2890.3316229575835,2890.3316229575835,,,-18.175886839975387,0.0,,,Percentage,1
Medium,IVI,Assortativity,-0.21168419380204007,,-0.21168419380204007,-0.21168419380204007,,,0.07010082533804668,0.0,,,Absolute,1
Medium,IVI,AvgClustering,0.09618147314800103,,0.09618147314800103,0.09618147314800103,,,0.014134763701248249,0.0,,,Absolute,1
Medium,NNSI,λ₂,0.0731344495433502,,0.0731344495433502,0.0731344495433502,,,45.75629656529349,0.0,,,Percentage,1
Medium,NNSI,AvgNodeConn,1.176326106656989,,1.176326106656989,1.176326106656989,,,9.074172204115412,0.0,,,Percentage,1
Medium,NNSI,GCC_5%,0.8001445196726215,,0.8001445196726215,0.8001445196726215,,,21.213910466639437,0.0,,,Percentage,1
Medium,NNSI,AttackCurveAUC,0.10729339825581734,,0.10729339825581734,0.10729339825581734,,,20.746686623638613,0.0,,,Percentage,1
Medium,NNSI,ASPL,3.5701657052210813,,3.5701657052210813,3.5701657052210813,,,-6.916125027216538,0.0,,,Percentage,1
Medium,NNSI,Diameter,7.5,,7.5,7.5,,,-9.999999988000004,0.0,,,Percentage,1
Medium,NNSI,ArticulationPoints,10.333333333333334,,10.333333333333334,10.333333333333334,,,-16.216216203067933,0.0,,,Percentage,1
Medium,NNSI,Bridges,21.0,,21.0,21.0,,,-24.999999991071427,0.0,,,Percentage,1
Medium,NNSI,BetCentralization,26.60180999116224,,26.60180999116224,26.60180999116224,,,-2.284337838463852,0.0,,,Absolute,1
Medium,NNSI,NatConnectivity,1.5311610767901398,,1.5311610767901398,1.5311610767901398,,,9.99812062094501,0.0,,,Percentage,1
Medium,NNSI,EffResistance,2913.5408463133426,,2913.5408463133426,2913.5408463133426,,,-17.518843162659188,0.0,,,Percentage,1
